key,title,authors,year,venue,doi,url,discovery_url,cited_in_sections
Hu2024GradientCuff,Gradient Cuff: Detecting Jailbreak Attacks on Large Language Models by Exploring Refusal Loss Landscapes,"Hu, Xiaomeng; Chen, Pin-Yu; Ho, Tsung-Yi",2024,Advances in Neural Information Processing Systems 37,,,https://scholar.google.com/scholar?q=%22Gradient%20Cuff%3A%20Detecting%20Jailbreak%20Attacks%20on%20Large%20Language%20Models%20by%20Exploring%20Refusal%20Loss%20Landscapes%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Bassani2024GuardBench,GuardBench: A Large-Scale Benchmark for Guardrail Models,"Bassani, Elias; Sanchez, Ignacio",2024,Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing,,,https://scholar.google.com/scholar?q=%22GuardBench%3A%20A%20Large-Scale%20Benchmark%20for%20Guardrail%20Models%22,1 Introduction; 3 The SCOPE Framework: Defining Governance Validity; 10 Cross-Cutting Synthesis and Research Agenda
Yang2024GuardT2I,GuardT2I: Defending Text-to-Image Models from Adversarial Prompts,"Yang, Yijun; Gao, Ruiyuan; Yang, Xiao; Zhong, Jianyuan; Xu, Qiang",2024,Advances in Neural Information Processing Systems,,,https://scholar.google.com/scholar?q=%22GuardT2I%3A%20Defending%20Text-to-Image%20Models%20from%20Adversarial%20Prompts%22,"6 Compositional Semantics, Generation Risk, and Visual Safety"
Mazeika2024HarmBench,HarmBench: A Standardized Evaluation Framework for Automated Red Teaming and Robust Refusal,"Mazeika, Mantas; Phan, Long; Yin, Xuwang; Zou, Andy; Wang, Zifan; Mu, Norman; Sakhaee, Elham; Li, Nathaniel; Basart, Steven; Li, Bo; Forsyth, David; Hendrycks, Dan",2024,Proceedings of the 41st International Conference on Machine Learning,,,https://scholar.google.com/scholar?q=%22HarmBench%3A%20A%20Standardized%20Evaluation%20Framework%20for%20Automated%20Red%20Teaming%20and%20Robust%20Refusal%22,1 Introduction; 3 The SCOPE Framework: Defining Governance Validity; 5 Interactive Behavior: From Output Scores to Trajectory-Level Safety; 8 Adaptive Evasion and Detection–Mitigation Coupling; 10 Cross-Cutting Synthesis and Research Agenda
Zeng2024PersuasionJailbreak,How Johnny Can Persuade LLMs to Jailbreak Them: Rethinking Persuasion to Challenge AI Safety by Humanizing LLMs,"Zeng, Yi; Lin, Hongpeng; Zhang, Jingwen; Yang, Diyi; Jia, Ruoxi; Shi, Weiyan",2024,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics,,,https://scholar.google.com/scholar?q=%22How%20Johnny%20Can%20Persuade%20LLMs%20to%20Jailbreak%20Them%3A%20Rethinking%20Persuasion%20to%20Challenge%20AI%20Safety%20by%20Humanizing%20LLMs%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Mei2024RetrievalGuided,Improving Hateful Meme Detection through Retrieval-Guided Contrastive Learning,"Mei, Jingbiao; Chen, Jinghong; Lin, Weizhe; Byrne, Bill; Tomalin, Marcus",2024,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),,,https://scholar.google.com/scholar?q=%22Improving%20Hateful%20Meme%20Detection%20through%20Retrieval-Guided%20Contrastive%20Learning%22,"6 Compositional Semantics, Generation Risk, and Visual Safety"
Zhan2024InjecAgent,InjecAgent: Benchmarking Indirect Prompt Injections in Tool-Integrated Large Language Model Agents,"Zhan, Qiusi; Liang, Zhixiang; Ying, Zifan; Kang, Daniel",2024,Findings of the Association for Computational Linguistics: ACL 2024,,,https://scholar.google.com/scholar?q=%22InjecAgent%3A%20Benchmarking%20Indirect%20Prompt%20Injections%20in%20Tool-Integrated%20Large%20Language%20Model%20Agents%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Chao2024JailbreakBench,JailbreakBench: An Open Robustness Benchmark for Jailbreaking Large Language Models,"Chao, Patrick; Debenedetti, Edoardo; Robey, Alexander; Andriushchenko, Maksym; Croce, Francesco; Sehwag, Vikash; Dobriban, Edgar; Flammarion, Nicolas; Pappas, George J.; Tramèr, Florian; Hassani, Hamed; Wong, Eric",2024,Advances in Neural Information Processing Systems: Datasets and Benchmarks Track,,,https://scholar.google.com/scholar?q=%22JailbreakBench%3A%20An%20Open%20Robustness%20Benchmark%20for%20Jailbreaking%20Large%20Language%20Models%22,5 Interactive Behavior: From Output Scores to Trajectory-Level Safety
Liu2024LatentGuard,Latent Guard: A Safety Framework for Text-to-Image Generation,"Liu, Runtao; Khakzar, Ashkan; Gu, Jindong; Chen, Qifeng; Torr, Philip H. S.; Pizzati, Fabio",2024,Computer Vision – ECCV 2024,,,https://scholar.google.com/scholar?q=%22Latent%20Guard%3A%20A%20Safety%20Framework%20for%20Text-to-Image%20Generation%22,"6 Compositional Semantics, Generation Risk, and Visual Safety"
Yu2023GPTFuzzer,LLM-Fuzzer: Scaling Assessment of Large Language Model Jailbreaks,"Yu, Jiahao; Lin, Xingwei; Yu, Zheng; Xing, Xinyu",2024,33rd USENIX Security Symposium,,,https://scholar.google.com/scholar?q=%22LLM-Fuzzer%3A%20Scaling%20Assessment%20of%20Large%20Language%20Model%20Jailbreaks%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Lu2024MACE,MACE: Mass Concept Erasure in Diffusion Models,"Lu, Shilin; Wang, Zilan; Li, Leyang; Liu, Yanzhu; Kong, Adams Wai-Kin",2024,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,https://scholar.google.com/scholar?q=%22MACE%3A%20Mass%20Concept%20Erasure%20in%20Diffusion%20Models%22,"6 Compositional Semantics, Generation Risk, and Visual Safety; 7 Hidden Components as Toxicity Control Channels"
Deng2024MasterKey,MASTERKEY: Automated Jailbreaking of Large Language Model Chatbots,"Deng, Gelei; Liu, Yi; Li, Yuekang; Wang, Kailong; Zhang, Ying; Li, Zefeng; Wang, Haoyu; Zhang, Tianwei; Liu, Yang",2024,Proceedings of the Network and Distributed System Security Symposium 2024,,,https://scholar.google.com/scholar?q=%22MASTERKEY%3A%20Automated%20Jailbreaking%20of%20Large%20Language%20Model%20Chatbots%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Liu2024MMSafetyBench,MM-SafetyBench: A Benchmark for Safety Evaluation of Multimodal Large Language Models,"Liu, Xin; Zhu, Yichen; Gu, Jindong; Lan, Yunshi; Yang, Chao; Qiao, Yu",2024,European Conference on Computer Vision,,,https://scholar.google.com/scholar?q=%22MM-SafetyBench%3A%20A%20Benchmark%20for%20Safety%20Evaluation%20of%20Multimodal%20Large%20Language%20Models%22,"6 Compositional Semantics, Generation Risk, and Visual Safety"
Yang2024MMADiffusion,MMA-Diffusion: MultiModal Attack on Diffusion Models,"Yang, Yijun; Gao, Ruiyuan; Wang, Xiaosen; Ho, Tsung-Yi; Xu, Nan; Xu, Qiang",2024,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,https://scholar.google.com/scholar?q=%22MMA-Diffusion%3A%20MultiModal%20Attack%20on%20Diffusion%20Models%22,"6 Compositional Semantics, Generation Risk, and Visual Safety"
Deng2024MultilingualJailbreak,Multilingual Jailbreak Challenges in Large Language Models,"Deng, Yue; Zhang, Wenxuan; Pan, Sinno Jialin; Bing, Lidong",2024,The Twelfth International Conference on Learning Representations,,,https://scholar.google.com/scholar?q=%22Multilingual%20Jailbreak%20Challenges%20in%20Large%20Language%20Models%22,5 Interactive Behavior: From Output Scores to Trajectory-Level Safety
Huang2024PersonalizationBackdoor,Personalization as a Shortcut for Few-Shot Backdoor Attack against Text-to-Image Diffusion Models,"Huang, Yihao; Juefei-Xu, Felix; Guo, Qing; Zhang, Jie; Wu, Yutong; Hu, Ming; Li, Tianlin; Pu, Geguang; Liu, Yang",2024,Proceedings of the AAAI Conference on Artificial Intelligence,,,https://scholar.google.com/scholar?q=%22Personalization%20as%20a%20Shortcut%20for%20Few-Shot%20Backdoor%20Attack%20against%20Text-to-Image%20Diffusion%20Models%22,7 Hidden Components as Toxicity Control Channels
Huang2024Receler,Receler: Reliable Concept Erasing of Text-to-Image Diffusion Models via Lightweight Erasers,"Huang, Chi-Pin; Chang, Kai-Po; Tsai, Chung-Ting; Lai, Yung-Hsuan; Yang, Fu-En; Wang, Yu-Chiang Frank",2024,Proceedings of the European Conference on Computer Vision,,,https://scholar.google.com/scholar?q=%22Receler%3A%20Reliable%20Concept%20Erasing%20of%20Text-to-Image%20Diffusion%20Models%20via%20Lightweight%20Erasers%22,7 Hidden Components as Toxicity Control Channels
Li2024RTVLM,Red Teaming Visual Language Models,"Li, Mukai; Li, Lei; Yin, Yuwei; Ahmed, Masood; Liu, Zhenguang; Liu, Qi",2024,Findings of the Association for Computational Linguistics: ACL 2024,,,https://scholar.google.com/scholar?q=%22Red%20Teaming%20Visual%20Language%20Models%22,"6 Compositional Semantics, Generation Risk, and Visual Safety"
Tsai2024RingABell,Ring-A-Bell! How Reliable Are Concept Removal Methods for Diffusion Models?,"Tsai, Yu-Lin; Hsu, Chia-Yi; Xie, Chulin; Lin, Chih-Hsun; Chen, Jia You; Li, Bo; Chen, Pin-Yu; Yu, Chia-Mu; Huang, Chun-Ying",2024,International Conference on Learning Representations,,,https://scholar.google.com/scholar?q=%22Ring-A-Bell%21%20How%20Reliable%20Are%20Concept%20Removal%20Methods%20for%20Diffusion%20Models%3F%22,"6 Compositional Semantics, Generation Risk, and Visual Safety; 7 Hidden Components as Toxicity Control Channels; 8 Adaptive Evasion and Detection–Mitigation Coupling; 10 Cross-Cutting Synthesis and Research Agenda"
Dai2024SafeRLHF,Safe RLHF: Safe Reinforcement Learning from Human Feedback,"Dai, Juntao; Pan, Xuehai; Sun, Rui; Ji, Jiaming; Xu, Xinbo; Liu, Mickel; Wang, Yizhou; Yang, Yaodong",2024,The Twelfth International Conference on Learning Representations,,,https://scholar.google.com/scholar?q=%22Safe%20RLHF%3A%20Safe%20Reinforcement%20Learning%20from%20Human%20Feedback%22,5 Interactive Behavior: From Output Scores to Trajectory-Level Safety
Xu2024SafeDecoding,SafeDecoding: Defending against Jailbreak Attacks via Safety-Aware Decoding,"Xu, Zhangchen; Jiang, Fengqing; Niu, Luyao; Jia, Jinyuan; Lin, Bill Yuchen; Poovendran, Radha",2024,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics,,,https://scholar.google.com/scholar?q=%22SafeDecoding%3A%20Defending%20against%20Jailbreak%20Attacks%20via%20Safety-Aware%20Decoding%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Zong2024VLGuard,Safety Fine-Tuning at (Almost) No Cost: A Baseline for Vision Large Language Models,"Zong, Yongshuo; Bohdal, Ondrej; Yu, Tingyang; Yang, Yongxin; Hospedales, Timothy",2024,Proceedings of the 41st International Conference on Machine Learning,,,https://scholar.google.com/scholar?q=%22Safety%20Fine-Tuning%20at%20%28Almost%29%20No%20Cost%3A%20A%20Baseline%20for%20Vision%20Large%20Language%20Models%22,"6 Compositional Semantics, Generation Risk, and Visual Safety"
Zhang2024SafetyBench,SafetyBench: Evaluating the Safety of Large Language Models,"Zhang, Zhexin; Lei, Leqi; Wu, Lindong; Sun, Rui; Huang, Yongkang; Long, Chong; Liu, Xiao; Lei, Xuanyu; Tang, Jie; Huang, Minlie",2024,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics,,,https://scholar.google.com/scholar?q=%22SafetyBench%3A%20Evaluating%20the%20Safety%20of%20Large%20Language%20Models%22,1 Introduction
Li2024SALADBench,SALAD-Bench: A Hierarchical and Comprehensive Safety Benchmark for Large Language Models,"Li, Lijun; Dong, Bowen; Wang, Ruohui; Hu, Xuhao; Zuo, Wangmeng; Lin, Dahua; Qiao, Yu; Shao, Jing",2024,Findings of the Association for Computational Linguistics: ACL 2024,,,https://scholar.google.com/scholar?q=%22SALAD-Bench%3A%20A%20Hierarchical%20and%20Comprehensive%20Safety%20Benchmark%20for%20Large%20Language%20Models%22,5 Interactive Behavior: From Output Scores to Trajectory-Level Safety
Fan2024SalUn,SalUn: Empowering Machine Unlearning via Gradient-Based Weight Saliency in Both Image Classification and Generation,"Fan, Chongyu; Liu, Jiancheng; Zhang, Yihua; Wei, Eric; Wong, Dennis; Liu, Sijia",2024,International Conference on Learning Representations,,,https://scholar.google.com/scholar?q=%22SalUn%3A%20Empowering%20Machine%20Unlearning%20via%20Gradient-Based%20Weight%20Saliency%20in%20Both%20Image%20Classification%20and%20Generation%22,7 Hidden Components as Toxicity Control Channels
Zhang2024ShieldLM,"ShieldLM: Empowering LLMs as Aligned, Customizable and Explainable Safety Detectors","Zhang, Zhexin; Lu, Yida; Ma, Jingyuan; Zhang, Di; Li, Rui; Ke, Pei; Sun, Hao; Sha, Lei; Sui, Zhifang; Wang, Hongning; Huang, Minlie",2024,Findings of the Association for Computational Linguistics: EMNLP 2024,,,https://scholar.google.com/scholar?q=%22ShieldLM%3A%20Empowering%20LLMs%20as%20Aligned%2C%20Customizable%20and%20Explainable%20Safety%20Detectors%22,4 Content Measurement: From Labels to Policy-Conditioned Evidence; 5 Interactive Behavior: From Output Scores to Trajectory-Level Safety
Yang2024SneakyPrompt,SneakyPrompt: Jailbreaking Text-to-Image Generative Models,"Yang, Yuchen; Hui, Bo; Yuan, Haolin; Gong, Neil; Cao, Yinzhi",2024,2024 IEEE Symposium on Security and Privacy,,,https://scholar.google.com/scholar?q=%22SneakyPrompt%3A%20Jailbreaking%20Text-to-Image%20Generative%20Models%22,"6 Compositional Semantics, Generation Risk, and Visual Safety; 8 Adaptive Evasion and Detection–Mitigation Coupling"
Toyer2024TensorTrust,Tensor Trust: Interpretable Prompt Injection Attacks from an Online Game,"Toyer, Sam; Watkins, Olivia; Mendes, Ethan; Svegliato, Justin; Bailey, Luke; Wang, Tiffany; Ong, Isaac; Elmaaroufi, Karim; Abbeel, Pieter; Darrell, Trevor; Ritter, Alan; Russell, Stuart",2024,The Twelfth International Conference on Learning Representations,,,https://scholar.google.com/scholar?q=%22Tensor%20Trust%3A%20Interpretable%20Prompt%20Injection%20Attacks%20from%20an%20Online%20Game%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Zhang2024ToGenerateOrNot,To Generate or Not? Safety-Driven Unlearned Diffusion Models Are Still Easy to Generate Unsafe Images... For Now,"Zhang, Yimeng; Jia, Jinghan; Chen, Xin; Chen, Aochuan; Zhang, Yihua; Liu, Jian; Ding, Ke; Liu, Sijia",2024,Proceedings of the European Conference on Computer Vision,,,https://scholar.google.com/scholar?q=%22To%20Generate%20or%20Not%3F%20Safety-Driven%20Unlearned%20Diffusion%20Models%20Are%20Still%20Easy%20to%20Generate%20Unsafe%20Images...%20For%20Now%22,"6 Compositional Semantics, Generation Risk, and Visual Safety; 7 Hidden Components as Toxicity Control Channels; 8 Adaptive Evasion and Detection–Mitigation Coupling"
Cao2024ModeratorGap,Toxicity Detection is NOT all you Need: Measuring the Gaps to Supporting Volunteer Content Moderators through a User-Centric Method,"Cao, Yang Trista; Domingo, Lovely-Frances; Gilbert, Sarah; Mazurek, Michelle L.; Shilton, Katie; Daume III, Hal",2024,Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing,,,https://scholar.google.com/scholar?q=%22Toxicity%20Detection%20is%20NOT%20all%20you%20Need%3A%20Measuring%20the%20Gaps%20to%20Supporting%20Volunteer%20Content%20Moderators%20through%20a%20User-Centric%20Method%22,4 Content Measurement: From Labels to Policy-Conditioned Evidence
Mehrotra2023TreeOfAttacks,Tree of Attacks: Jailbreaking Black-Box LLMs Automatically,"Mehrotra, Anay; Zampetakis, Manolis; Kassianik, Paul; Nelson, Blaine; Anderson, Hyrum; Singer, Yaron; Karbasi, Amin",2024,Advances in Neural Information Processing Systems,,,https://scholar.google.com/scholar?q=%22Tree%20of%20Attacks%3A%20Jailbreaking%20Black-Box%20LLMs%20Automatically%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Gandikota2024UnifiedConceptEditing,Unified Concept Editing in Diffusion Models,"Gandikota, Rohit; Orgad, Hadas; Belinkov, Yonatan; Materzynska, Joanna; Bau, David",2024,Proceedings of the IEEE/CVF Winter Conference on Applications of Computer Vision,,,https://scholar.google.com/scholar?q=%22Unified%20Concept%20Editing%20in%20Diffusion%20Models%22,7 Hidden Components as Toxicity Control Channels
Han2024WildGuard,"WildGuard: Open One-Stop Moderation Tools for Safety Risks, Jailbreaks, and Refusals of LLMs","Han, Seungju; Rao, Kavel; Ettinger, Allyson; Jiang, Liwei; Lin, Bill Yuchen; Lambert, Nathan; Choi, Yejin; Dziri, Nouha",2024,Advances in Neural Information Processing Systems: Datasets and Benchmarks Track,,,https://scholar.google.com/scholar?q=%22WildGuard%3A%20Open%20One-Stop%20Moderation%20Tools%20for%20Safety%20Risks%2C%20Jailbreaks%2C%20and%20Refusals%20of%20LLMs%22,1 Introduction; 3 The SCOPE Framework: Defining Governance Validity; 4 Content Measurement: From Labels to Policy-Conditioned Evidence; 5 Interactive Behavior: From Output Scores to Trajectory-Level Safety
Jiang2024WildTeaming,WildTeaming at Scale: From In-the-Wild Jailbreaks to (Adversarially) Safer Language Models,"Jiang, Liwei; Rao, Kavel; Han, Seungju; Ettinger, Allyson; Brahman, Faeze; Kumar, Sachin; Mireshghallah, Niloofar; Lu, Ximing; Sap, Maarten; Choi, Yejin; Dziri, Nouha",2024,Advances in Neural Information Processing Systems,,,https://scholar.google.com/scholar?q=%22WildTeaming%20at%20Scale%3A%20From%20In-the-Wild%20Jailbreaks%20to%20%28Adversarially%29%20Safer%20Language%20Models%22,5 Interactive Behavior: From Output Scores to Trajectory-Level Safety
Rottger2023XSTest,XSTest: A Test Suite for Identifying Exaggerated Safety Behaviours in Large Language Models,"Rottger, Paul; Kirk, Hannah Rose; Vidgen, Bertie; Attanasio, Giuseppe; Bianchi, Federico; Hovy, Dirk",2024,Proceedings of the 2024 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers),,,https://scholar.google.com/scholar?q=%22XSTest%3A%20A%20Test%20Suite%20for%20Identifying%20Exaggerated%20Safety%20Behaviours%20in%20Large%20Language%20Models%22,1 Introduction; 3 The SCOPE Framework: Defining Governance Validity; 5 Interactive Behavior: From Output Scores to Trajectory-Level Safety; 9 Decision-Oriented Governance Under Uncertainty
Kumari2023Ablating,Ablating Concepts in Text-to-Image Diffusion Models,"Kumari, Nupur; Zhang, Bingliang; Wang, Sheng-Yu; Shechtman, Eli; Zhang, Richard; Zhu, Jun-Yan",2023,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,https://scholar.google.com/scholar?q=%22Ablating%20Concepts%20in%20Text-to-Image%20Diffusion%20Models%22,7 Hidden Components as Toxicity Control Channels
Gal2023TextualInversion,An Image is Worth One Word: Personalizing Text-to-Image Generation Using Textual Inversion,"Gal, Rinon; Alaluf, Yuval; Atzmon, Yuval; Patashnik, Or; Bermano, Amit H.; Chechik, Gal; Cohen-Or, Daniel",2023,International Conference on Learning Representations,,,https://scholar.google.com/scholar?q=%22An%20Image%20is%20Worth%20One%20Word%3A%20Personalizing%20Text-to-Image%20Generation%20Using%20Textual%20Inversion%22,1 Introduction; 2 Review Design and Evidence Coding; 7 Hidden Components as Toxicity Control Channels
VanLe2023AntiDreamBooth,Anti-DreamBooth: Protecting Users from Personalized Text-to-Image Synthesis,"Van Le, Thanh; Phung, Hao; Nguyen, Thuan Hoang; Dao, Quan; Tran, Ngoc N.; Tran, Anh",2023,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,https://scholar.google.com/scholar?q=%22Anti-DreamBooth%3A%20Protecting%20Users%20from%20Personalized%20Text-to-Image%20Synthesis%22,7 Hidden Components as Toxicity Control Channels
Ji2023BeaverTails,BeaverTails: Towards Improved Safety Alignment of LLM via a Human-Preference Dataset,"Ji, Jiaming; Liu, Mickel; Dai, Josef; Pan, Xuehai; Zhang, Chi; Bian, Ce; Chen, Boyuan; Sun, Ruiyang; Wang, Yizhou; Yang, Yaodong",2023,Advances in Neural Information Processing Systems: Datasets and Benchmarks Track,,,https://scholar.google.com/scholar?q=%22BeaverTails%3A%20Towards%20Improved%20Safety%20Alignment%20of%20LLM%20via%20a%20Human-Preference%20Dataset%22,5 Interactive Behavior: From Output Scores to Trajectory-Level Safety
Ruiz2023DreamBooth,DreamBooth: Fine Tuning Text-to-Image Diffusion Models for Subject-Driven Generation,"Ruiz, Nataniel; Li, Yuanzhen; Jampani, Varun; Pritch, Yael; Rubinstein, Michael; Aberman, Kfir",2023,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,https://scholar.google.com/scholar?q=%22DreamBooth%3A%20Fine%20Tuning%20Text-to-Image%20Diffusion%20Models%20for%20Subject-Driven%20Generation%22,7 Hidden Components as Toxicity Control Channels
Gandikota2023Erasing,Erasing Concepts from Diffusion Models,"Gandikota, Rohit; Materzynska, Joanna; Fiotto-Kaufman, Jaden; Bau, David",2023,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,https://scholar.google.com/scholar?q=%22Erasing%20Concepts%20from%20Diffusion%20Models%22,"6 Compositional Semantics, Generation Risk, and Visual Safety; 7 Hidden Components as Toxicity Control Channels; 8 Adaptive Evasion and Detection–Mitigation Coupling"
Garg2023BiasSurvey,Handling Bias in Toxic Speech Detection: A Survey,"Garg, Tanmay; Masud, Sarah; Suresh, Tharun; Chakraborty, Tanmoy",2023,ACM Computing Surveys,,,https://scholar.google.com/scholar?q=%22Handling%20Bias%20in%20Toxic%20Speech%20Detection%3A%20A%20Survey%22,1 Introduction; 9 Decision-Oriented Governance Under Uncertainty; 10 Cross-Cutting Synthesis and Research Agenda
